r,t,y,AnnualVariableOperatingCost
RE1,PHL_INDU_OTHLPH_NG,2049,0.0
RE1,PHL_INDU_OTHLPH_NG,2050,0.0
RE1,PHL_INDU_OTHLPH_NG,2051,0.0
RE1,PHL_INDU_OTHLPH_NG,2052,-0.0
RE1,PHL_INDU_OTHLPH_NG,2053,0.0
RE1,PHL_INDU_OTHLPH_H2,2020,0.0
RE1,PHL_INDU_OTHLPH_H2,2021,0.0
RE1,PHL_INDU_OTHLPH_H2,2022,0.0
RE1,PHL_INDU_OTHLPH_H2,2023,0.0
RE1,PHL_INDU_OTHLPH_H2,2024,0.0
RE1,PHL_INDU_OTHLPH_H2,2025,0.0
RE1,PHL_INDU_OTHLPH_H2,2026,0.0
RE1,PHL_INDU_OTHLPH_H2,2027,0.0
RE1,PHL_INDU_OTHLPH_H2,2028,0.0
RE1,PHL_INDU_OTHLPH_H2,2029,0.0
RE1,PHL_INDU_OTHLPH_H2,2030,0.0
RE1,PHL_INDU_OTHLPH_H2,2031,0.0
RE1,PHL_INDU_OTHLPH_H2,2032,0.0
RE1,PHL_INDU_OTHLPH_H2,2033,0.0
RE1,PHL_INDU_OTHLPH_H2,2034,0.0
RE1,PHL_INDU_OTHLPH_H2,2035,0.0
RE1,PHL_INDU_OTHLPH_H2,2036,0.0
RE1,PHL_INDU_OTHLPH_H2,2037,0.0
RE1,PHL_INDU_OTHLPH_H2,2038,0.0
RE1,PHL_INDU_OTHLPH_H2,2039,0.0
RE1,PHL_INDU_OTHLPH_H2,2040,0.0
RE1,PHL_INDU_OTHLPH_H2,2041,0.0
RE1,PHL_INDU_OTHLPH_H2,2042,0.0
RE1,PHL_INDU_OTHLPH_H2,2043,0.0
RE1,PHL_INDU_OTHLPH_H2,2044,0.0
RE1,PHL_INDU_OTHLPH_H2,2045,0.0
RE1,PHL_INDU_OTHLPH_H2,2046,-0.0
RE1,PHL_INDU_OTHLPH_H2,2047,0.0
RE1,PHL_INDU_OTHLPH_H2,2048,0.0
RE1,PHL_INDU_OTHLPH_H2,2049,0.0
RE1,PHL_INDU_OTHLPH_H2,2050,0.0
RE1,PHL_INDU_OTHLPH_H2,2051,0.0
RE1,PHL_INDU_OTHLPH_H2,2052,0.0
RE1,PHL_INDU_OTHLPH_H2,2053,0.0
RE1,PHL_INDU_OTHLPH_ELE,2020,0.0
RE1,PHL_INDU_OTHLPH_ELE,2021,0.0
RE1,PHL_INDU_OTHLPH_ELE,2022,0.0
RE1,PHL_INDU_OTHLPH_ELE,2023,0.0
RE1,PHL_INDU_OTHLPH_ELE,2024,0.0
RE1,PHL_INDU_OTHLPH_ELE,2025,0.0
RE1,PHL_INDU_OTHLPH_ELE,2026,0.0
RE1,PHL_INDU_OTHLPH_ELE,2027,0.0
RE1,PHL_INDU_OTHLPH_ELE,2028,0.0
RE1,PHL_INDU_OTHLPH_ELE,2029,0.0
RE1,PHL_INDU_OTHLPH_ELE,2030,0.0
RE1,PHL_INDU_OTHLPH_ELE,2031,0.0
RE1,PHL_INDU_OTHLPH_ELE,2032,0.0
RE1,PHL_INDU_OTHLPH_ELE,2033,0.0
RE1,PHL_INDU_OTHLPH_ELE,2034,0.0
RE1,PHL_INDU_OTHLPH_ELE,2035,0.0
RE1,PHL_INDU_OTHLPH_ELE,2036,0.0
RE1,PHL_INDU_OTHLPH_ELE,2037,0.0
RE1,PHL_INDU_OTHLPH_ELE,2038,0.0
RE1,PHL_INDU_OTHLPH_ELE,2039,0.0
RE1,PHL_INDU_OTHLPH_ELE,2040,0.0
RE1,PHL_INDU_OTHLPH_ELE,2041,0.0
RE1,PHL_INDU_OTHLPH_ELE,2042,0.0
RE1,PHL_INDU_OTHLPH_ELE,2043,0.0
RE1,PHL_INDU_OTHLPH_ELE,2044,0.0
RE1,PHL_INDU_OTHLPH_ELE,2045,0.0
RE1,PHL_INDU_OTHLPH_ELE,2046,0.0
RE1,PHL_INDU_OTHLPH_ELE,2047,-0.0
RE1,PHL_INDU_OTHLPH_ELE,2048,0.0
RE1,PHL_INDU_OTHLPH_ELE,2049,0.0
RE1,PHL_INDU_OTHLPH_ELE,2050,0.0
RE1,PHL_INDU_OTHLPH_ELE,2051,-0.0
RE1,PHL_INDU_OTHLPH_ELE,2052,0.0
RE1,PHL_INDU_OTHLPH_ELE,2053,-0.0
RE1,PHL_INDU_OTHLPH_COAL,2020,0.0037
RE1,PHL_INDU_OTHLPH_COAL,2021,0.0084
RE1,PHL_INDU_OTHLPH_COAL,2022,0.0108
RE1,PHL_INDU_OTHLPH_COAL,2023,0.0108
RE1,PHL_INDU_OTHLPH_COAL,2024,0.0113
RE1,PHL_INDU_OTHLPH_COAL,2025,0.0113
RE1,PHL_INDU_OTHLPH_COAL,2026,0.0118
RE1,PHL_INDU_OTHLPH_COAL,2027,0.012
RE1,PHL_INDU_OTHLPH_COAL,2028,0.0123
RE1,PHL_INDU_OTHLPH_COAL,2029,0.0126
RE1,PHL_INDU_OTHLPH_COAL,2030,0.0128
RE1,PHL_INDU_OTHLPH_COAL,2031,0.0131
RE1,PHL_INDU_OTHLPH_COAL,2032,0.0134
RE1,PHL_INDU_OTHLPH_COAL,2033,0.0137
RE1,PHL_INDU_OTHLPH_COAL,2034,0.014
RE1,PHL_INDU_OTHLPH_COAL,2035,0.0142
RE1,PHL_INDU_OTHLPH_COAL,2036,0.0146
RE1,PHL_INDU_OTHLPH_COAL,2037,0.0149
RE1,PHL_INDU_OTHLPH_COAL,2038,0.0153
RE1,PHL_INDU_OTHLPH_COAL,2039,0.0156
RE1,PHL_INDU_OTHLPH_COAL,2040,0.016
RE1,PHL_INDU_OTHLPH_COAL,2041,0.0164
RE1,PHL_INDU_OTHLPH_COAL,2042,0.0168
RE1,PHL_INDU_OTHLPH_COAL,2043,0.0172
RE1,PHL_INDU_OTHLPH_COAL,2044,0.0176
RE1,PHL_INDU_OTHLPH_COAL,2045,0.0179
RE1,PHL_INDU_OTHLPH_COAL,2046,0.0184
RE1,PHL_INDU_OTHLPH_COAL,2047,0.0189
RE1,PHL_INDU_OTHLPH_COAL,2048,0.0193
RE1,PHL_INDU_OTHLPH_COAL,2049,0.0198
RE1,PHL_INDU_OTHLPH_COAL,2050,0.0202
RE1,PHL_INDU_OTHLPH_COAL,2051,0.0207
RE1,PHL_INDU_OTHLPH_COAL,2052,0.0212
RE1,PHL_INDU_OTHLPH_COAL,2053,0.0217
RE1,PHL_INDU_OTHLPH_BIOM,2020,0.0015
RE1,PHL_INDU_OTHLPH_BIOM,2021,0.0
RE1,PHL_INDU_OTHLPH_BIOM,2022,0.0
RE1,PHL_INDU_OTHLPH_BIOM,2023,0.0
RE1,PHL_INDU_OTHLPH_BIOM,2024,0.0
RE1,PHL_INDU_OTHLPH_BIOM,2025,0.0
RE1,PHL_INDU_OTHLPH_BIOM,2026,0.0
RE1,PHL_INDU_OTHLPH_BIOM,2027,0.0
RE1,PHL_INDU_OTHLPH_BIOM,2028,0.0
RE1,PHL_INDU_OTHLPH_BIOM,2029,0.0
RE1,PHL_INDU_OTHLPH_BIOM,2030,0.0
RE1,PHL_INDU_OTHLPH_BIOM,2031,0.0
RE1,PHL_INDU_OTHLPH_BIOM,2032,0.0
RE1,PHL_INDU_OTHLPH_BIOM,2033,0.0
RE1,PHL_INDU_OTHLPH_BIOM,2034,0.0
RE1,PHL_INDU_OTHLPH_BIOM,2035,0.0
RE1,PHL_INDU_OTHLPH_BIOM,2036,-0.0
RE1,PHL_INDU_OTHLPH_BIOM,2037,-0.0
RE1,PHL_INDU_OTHLPH_BIOM,2038,0.0
RE1,PHL_INDU_OTHLPH_BIOM,2039,-0.0
RE1,PHL_INDU_OTHLPH_BIOM,2040,0.0
RE1,PHL_INDU_OTHLPH_BIOM,2041,0.0
RE1,PHL_INDU_OTHLPH_BIOM,2042,-0.0
RE1,PHL_INDU_OTHLPH_BIOM,2043,0.0
RE1,PHL_INDU_OTHLPH_BIOM,2044,0.0
RE1,PHL_INDU_OTHLPH_BIOM,2045,0.0
RE1,PHL_INDU_OTHLPH_BIOM,2046,0.0
RE1,PHL_INDU_OTHLPH_BIOM,2047,-0.0
RE1,PHL_INDU_OTHLPH_BIOM,2048,0.0
RE1,PHL_INDU_OTHLPH_BIOM,2049,0.0
RE1,PHL_INDU_OTHLPH_BIOM,2050,0.0
RE1,PHL_INDU_OTHLPH_BIOM,2051,0.0
RE1,PHL_INDU_OTHLPH_BIOM,2052,0.0
RE1,PHL_INDU_OTHLPH_BIOM,2053,0.0
RE1,PHL_INDU_OTHHPH_OIL,2020,0.0051
RE1,PHL_INDU_OTHHPH_OIL,2021,0.0
RE1,PHL_INDU_OTHHPH_OIL,2022,0.0
RE1,PHL_INDU_OTHHPH_OIL,2023,0.0002
RE1,PHL_INDU_OTHHPH_OIL,2024,0.0
RE1,PHL_INDU_OTHHPH_OIL,2025,0.0002
RE1,PHL_INDU_OTHHPH_OIL,2026,0.0
RE1,PHL_INDU_OTHHPH_OIL,2027,0.0
RE1,PHL_INDU_OTHHPH_OIL,2028,0.0
RE1,PHL_INDU_OTHHPH_OIL,2029,0.0
RE1,PHL_INDU_OTHHPH_OIL,2030,0.0
RE1,PHL_INDU_OTHHPH_OIL,2031,0.0
RE1,PHL_INDU_OTHHPH_OIL,2032,0.0
RE1,PHL_INDU_OTHHPH_OIL,2033,0.0
RE1,PHL_INDU_OTHHPH_OIL,2034,0.0
RE1,PHL_INDU_OTHHPH_OIL,2035,0.0
RE1,PHL_INDU_OTHHPH_OIL,2036,0.0
RE1,PHL_INDU_OTHHPH_OIL,2037,0.0
RE1,PHL_INDU_OTHHPH_OIL,2038,0.0
RE1,PHL_INDU_OTHHPH_OIL,2039,0.0
RE1,PHL_INDU_OTHHPH_OIL,2040,-0.0
RE1,PHL_INDU_OTHHPH_OIL,2041,0.0
RE1,PHL_INDU_OTHHPH_OIL,2042,-0.0
RE1,PHL_INDU_OTHHPH_OIL,2043,0.0
RE1,PHL_INDU_OTHHPH_OIL,2044,0.0
RE1,PHL_INDU_OTHHPH_OIL,2045,0.0
RE1,PHL_INDU_OTHHPH_OIL,2046,0.0
RE1,PHL_INDU_OTHHPH_OIL,2047,0.0
RE1,PHL_INDU_OTHHPH_OIL,2048,0.0
RE1,PHL_INDU_OTHHPH_OIL,2049,0.0
RE1,PHL_INDU_OTHHPH_OIL,2050,0.0
RE1,PHL_INDU_OTHHPH_OIL,2051,0.0
RE1,PHL_INDU_OTHHPH_OIL,2052,0.0
RE1,PHL_INDU_OTHHPH_OIL,2053,0.0
RE1,PHL_INDU_OTHHPH_NG_CCS,2020,0.0
RE1,PHL_INDU_OTHHPH_NG_CCS,2021,0.0
RE1,PHL_INDU_OTHHPH_NG_CCS,2022,0.0
RE1,PHL_INDU_OTHHPH_NG_CCS,2023,0.0
RE1,PHL_INDU_OTHHPH_NG_CCS,2024,0.0
RE1,PHL_INDU_OTHHPH_NG_CCS,2025,0.0
RE1,PHL_INDU_OTHHPH_NG_CCS,2026,0.0
RE1,PHL_INDU_OTHHPH_NG_CCS,2027,0.0
RE1,PHL_INDU_OTHHPH_NG_CCS,2028,0.0
RE1,PHL_INDU_OTHHPH_NG_CCS,2029,0.0
RE1,PHL_INDU_OTHHPH_NG_CCS,2030,0.0
RE1,PHL_INDU_OTHHPH_NG_CCS,2031,0.0
RE1,PHL_INDU_OTHHPH_NG_CCS,2032,0.0
RE1,PHL_INDU_OTHHPH_NG_CCS,2033,0.0
RE1,PHL_INDU_OTHHPH_NG_CCS,2034,0.0
RE1,PHL_INDU_OTHHPH_NG_CCS,2035,0.0
RE1,PHL_INDU_OTHHPH_NG_CCS,2036,0.0
RE1,PHL_INDU_OTHHPH_NG_CCS,2037,0.0
RE1,PHL_INDU_OTHHPH_NG_CCS,2038,0.0
RE1,PHL_INDU_OTHHPH_NG_CCS,2039,0.0
RE1,PHL_INDU_OTHHPH_NG_CCS,2040,0.0
RE1,PHL_INDU_OTHHPH_NG_CCS,2041,0.0
RE1,PHL_INDU_OTHHPH_NG_CCS,2042,0.0
RE1,PHL_INDU_OTHHPH_NG_CCS,2043,0.0
RE1,PHL_INDU_OTHHPH_NG_CCS,2044,0.0
RE1,PHL_INDU_OTHHPH_NG_CCS,2045,0.0
RE1,PHL_INDU_OTHHPH_NG_CCS,2046,0.0
RE1,PHL_INDU_OTHHPH_NG_CCS,2047,0.0
RE1,PHL_INDU_OTHHPH_NG_CCS,2048,0.0
RE1,PHL_INDU_OTHHPH_NG_CCS,2049,0.0
RE1,PHL_INDU_OTHHPH_NG_CCS,2050,0.0
RE1,PHL_INDU_OTHHPH_NG_CCS,2051,0.0
RE1,PHL_INDU_OTHHPH_NG_CCS,2052,0.0
RE1,PHL_INDU_OTHHPH_NG_CCS,2053,0.0
RE1,PHL_INDU_OTHHPH_NG,2020,0.0001
RE1,PHL_INDU_OTHHPH_NG,2021,0.0
RE1,PHL_INDU_OTHHPH_NG,2022,0.0
RE1,PHL_INDU_OTHHPH_NG,2023,0.0
RE1,PHL_INDU_OTHHPH_NG,2024,0.0
RE1,PHL_INDU_OTHHPH_NG,2025,0.0
RE1,PHL_INDU_OTHHPH_NG,2026,-0.0
RE1,PHL_INDU_OTHHPH_NG,2027,0.0
RE1,PHL_INDU_OTHHPH_NG,2028,0.0
RE1,PHL_INDU_OTHHPH_NG,2029,0.0
RE1,PHL_INDU_OTHHPH_NG,2030,0.0
RE1,PHL_INDU_OTHHPH_NG,2031,0.0
RE1,PHL_INDU_OTHHPH_NG,2032,0.0
RE1,PHL_INDU_OTHHPH_NG,2033,0.0
RE1,PHL_INDU_OTHHPH_NG,2034,0.0
RE1,PHL_INDU_OTHHPH_NG,2035,0.0
RE1,PHL_INDU_OTHHPH_NG,2036,0.0
RE1,PHL_INDU_OTHHPH_NG,2037,0.0
RE1,PHL_INDU_OTHHPH_NG,2038,0.0
RE1,PHL_INDU_OTHHPH_NG,2039,0.0
RE1,PHL_INDU_OTHHPH_NG,2040,0.0
RE1,PHL_INDU_OTHHPH_NG,2041,0.0
RE1,PHL_INDU_OTHHPH_NG,2042,0.0
RE1,PHL_INDU_OTHHPH_NG,2043,0.0
RE1,PHL_INDU_OTHHPH_NG,2044,0.0
RE1,PHL_INDU_OTHHPH_NG,2045,0.0
RE1,PHL_INDU_OTHHPH_NG,2046,0.0
RE1,PHL_INDU_OTHHPH_NG,2047,0.0
RE1,PHL_INDU_OTHHPH_NG,2048,0.0
RE1,PHL_INDU_OTHHPH_NG,2049,0.0
RE1,PHL_INDU_OTHHPH_NG,2050,0.0
RE1,PHL_INDU_OTHHPH_NG,2051,0.0
RE1,PHL_INDU_OTHHPH_NG,2052,0.0
RE1,PHL_INDU_OTHHPH_NG,2053,0.0
RE1,PHL_INDU_OTHHPH_H2,2020,0.0
RE1,PHL_INDU_OTHHPH_H2,2021,0.0
RE1,PHL_INDU_OTHHPH_H2,2022,-0.0
RE1,PHL_INDU_OTHHPH_H2,2023,0.0
RE1,PHL_INDU_OTHHPH_H2,2024,0.0
RE1,PHL_INDU_OTHHPH_H2,2025,0.0
RE1,PHL_INDU_OTHHPH_H2,2026,-0.0
RE1,PHL_INDU_OTHHPH_H2,2027,0.0
RE1,PHL_INDU_OTHHPH_H2,2028,0.0
RE1,PHL_INDU_OTHHPH_H2,2029,0.0
RE1,PHL_INDU_OTHHPH_H2,2030,0.0
RE1,PHL_INDU_OTHHPH_H2,2031,0.0
RE1,PHL_INDU_OTHHPH_H2,2032,-0.0
RE1,PHL_INDU_OTHHPH_H2,2033,0.0
RE1,PHL_INDU_OTHHPH_H2,2034,0.0
RE1,PHL_INDU_OTHHPH_H2,2035,0.0
RE1,PHL_INDU_OTHHPH_H2,2036,0.0
RE1,PHL_INDU_OTHHPH_H2,2037,0.0
RE1,PHL_INDU_OTHHPH_H2,2038,0.0
RE1,PHL_INDU_OTHHPH_H2,2039,0.0
RE1,PHL_INDU_OTHHPH_H2,2040,0.0
RE1,PHL_INDU_OTHHPH_H2,2041,0.0
RE1,PHL_INDU_OTHHPH_H2,2042,0.0
RE1,PHL_INDU_OTHHPH_H2,2043,0.0
RE1,PHL_INDU_OTHHPH_H2,2044,-0.0
RE1,PHL_INDU_OTHHPH_H2,2045,0.0
RE1,PHL_INDU_OTHHPH_H2,2046,0.0
RE1,PHL_INDU_OTHHPH_H2,2047,-0.0
RE1,PHL_INDU_OTHHPH_H2,2048,0.0
RE1,PHL_INDU_OTHHPH_H2,2049,0.0
RE1,PHL_INDU_OTHHPH_H2,2050,0.0
RE1,PHL_INDU_OTHHPH_H2,2051,0.0
RE1,PHL_INDU_OTHHPH_H2,2052,0.0
RE1,PHL_INDU_OTHHPH_H2,2053,0.0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2020,0.0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2021,0.0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2022,0.0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2023,0.0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2024,0.0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2025,0.0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2026,0.0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2027,0.0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2028,0.0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2029,0.0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2030,0.0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2031,0.0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2032,0.0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2033,0.0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2034,0.0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2035,0.0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2036,0.0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2037,0.0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2038,0.0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2039,0.0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2040,0.0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2041,0.0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2042,0.0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2043,0.0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2044,0.0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2045,0.0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2046,0.0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2047,0.0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2048,0.0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2049,0.0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2050,0.0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2051,0.0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2052,0.0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2053,0.0
RE1,PHL_INDU_OTHHPH_COAL,2020,0.0037
RE1,PHL_INDU_OTHHPH_COAL,2021,0.0106
RE1,PHL_INDU_OTHHPH_COAL,2022,0.0108
RE1,PHL_INDU_OTHHPH_COAL,2023,0.0108
RE1,PHL_INDU_OTHHPH_COAL,2024,0.0113
RE1,PHL_INDU_OTHHPH_COAL,2025,0.0113
RE1,PHL_INDU_OTHHPH_COAL,2026,0.0118
RE1,PHL_INDU_OTHHPH_COAL,2027,0.012
RE1,PHL_INDU_OTHHPH_COAL,2028,0.0123
RE1,PHL_INDU_OTHHPH_COAL,2029,0.0126
RE1,PHL_INDU_OTHHPH_COAL,2030,0.0128
RE1,PHL_INDU_OTHHPH_COAL,2031,0.0131
RE1,PHL_INDU_OTHHPH_COAL,2032,0.0134
RE1,PHL_INDU_OTHHPH_COAL,2033,0.0137
RE1,PHL_INDU_OTHHPH_COAL,2034,0.014
RE1,PHL_INDU_OTHHPH_COAL,2035,0.0142
RE1,PHL_INDU_OTHHPH_COAL,2036,0.0146
RE1,PHL_INDU_OTHHPH_COAL,2037,0.0149
RE1,PHL_INDU_OTHHPH_COAL,2038,0.0153
RE1,PHL_INDU_OTHHPH_COAL,2039,0.0156
RE1,PHL_INDU_OTHHPH_COAL,2040,0.016
RE1,PHL_INDU_OTHHPH_COAL,2041,0.0164
RE1,PHL_INDU_OTHHPH_COAL,2042,0.0168
RE1,PHL_INDU_OTHHPH_COAL,2043,0.0172
RE1,PHL_INDU_OTHHPH_COAL,2044,0.0176
RE1,PHL_INDU_OTHHPH_COAL,2045,0.0179
RE1,PHL_INDU_OTHHPH_COAL,2046,0.0184
RE1,PHL_INDU_OTHHPH_COAL,2047,0.0189
RE1,PHL_INDU_OTHHPH_COAL,2048,0.0193
RE1,PHL_INDU_OTHHPH_COAL,2049,0.0198
RE1,PHL_INDU_OTHHPH_COAL,2050,0.0202
RE1,PHL_INDU_OTHHPH_COAL,2051,0.0207
RE1,PHL_INDU_OTHHPH_COAL,2052,0.0212
RE1,PHL_INDU_OTHHPH_COAL,2053,0.0217
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2020,0.0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2021,0.0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2022,0.0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2023,0.0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2024,0.0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2025,0.0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2026,0.0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2027,0.0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2028,0.0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2029,0.0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2030,0.0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2031,0.0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2032,0.0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2033,0.0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2034,0.0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2035,0.0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2036,0.0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2037,0.0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2038,0.0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2039,0.0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2040,0.0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2041,0.0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2042,0.0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2043,0.0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2044,0.0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2045,0.0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2046,0.0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2047,0.0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2048,0.0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2049,0.0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2050,0.0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2051,0.0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2052,0.0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2053,0.0
RE1,PHL_INDU_OTHHPH_BIOM,2020,0.0015
RE1,PHL_INDU_OTHHPH_BIOM,2021,0.0
RE1,PHL_INDU_OTHHPH_BIOM,2022,0.0
RE1,PHL_INDU_OTHHPH_BIOM,2023,0.0
RE1,PHL_INDU_OTHHPH_BIOM,2024,0.0
RE1,PHL_INDU_OTHHPH_BIOM,2025,0.0
RE1,PHL_INDU_OTHHPH_BIOM,2026,0.0
RE1,PHL_INDU_OTHHPH_BIOM,2027,0.0
RE1,PHL_INDU_OTHHPH_BIOM,2028,0.0
RE1,PHL_INDU_OTHHPH_BIOM,2029,0.0
RE1,PHL_INDU_OTHHPH_BIOM,2030,0.0
RE1,PHL_INDU_OTHHPH_BIOM,2031,0.0
RE1,PHL_INDU_OTHHPH_BIOM,2032,0.0
RE1,PHL_INDU_OTHHPH_BIOM,2033,0.0
RE1,PHL_INDU_OTHHPH_BIOM,2034,0.0
RE1,PHL_INDU_OTHHPH_BIOM,2035,0.0
RE1,PHL_INDU_OTHHPH_BIOM,2036,0.0
RE1,PHL_INDU_OTHHPH_BIOM,2037,0.0
RE1,PHL_INDU_OTHHPH_BIOM,2038,0.0
RE1,PHL_INDU_OTHHPH_BIOM,2039,0.0
RE1,PHL_INDU_OTHHPH_BIOM,2040,0.0
RE1,PHL_INDU_OTHHPH_BIOM,2041,-0.0
RE1,PHL_INDU_OTHHPH_BIOM,2042,0.0
RE1,PHL_INDU_OTHHPH_BIOM,2043,-0.0
RE1,PHL_INDU_OTHHPH_BIOM,2044,0.0
RE1,PHL_INDU_OTHHPH_BIOM,2045,0.0
RE1,PHL_INDU_OTHHPH_BIOM,2046,0.0
RE1,PHL_INDU_OTHHPH_BIOM,2047,0.0
RE1,PHL_INDU_OTHHPH_BIOM,2048,0.0
RE1,PHL_INDU_OTHHPH_BIOM,2049,0.0
RE1,PHL_INDU_OTHHPH_BIOM,2050,0.0
RE1,PHL_INDU_OTHHPH_BIOM,2051,0.0
RE1,PHL_INDU_OTHHPH_BIOM,2052,0.0
RE1,PHL_INDU_OTHHPH_BIOM,2053,0.0
RE1,PHL_POW_TD_INDU,2020,0.0092
RE1,PHL_POW_TD_INDU,2021,0.0094
RE1,PHL_POW_TD_INDU,2022,0.0096
RE1,PHL_POW_TD_INDU,2023,0.0098
RE1,PHL_POW_TD_INDU,2024,0.01
RE1,PHL_POW_TD_INDU,2025,0.0102
RE1,PHL_POW_TD_INDU,2026,0.0105
RE1,PHL_POW_TD_INDU,2027,0.0107
RE1,PHL_POW_TD_INDU,2028,0.0109
RE1,PHL_POW_TD_INDU,2029,0.0111
RE1,PHL_POW_TD_INDU,2030,0.0114
RE1,PHL_POW_TD_INDU,2031,0.0116
RE1,PHL_POW_TD_INDU,2032,0.0119
RE1,PHL_POW_TD_INDU,2033,0.0121
RE1,PHL_POW_TD_INDU,2034,0.0124
RE1,PHL_POW_TD_INDU,2035,0.0126
RE1,PHL_POW_TD_INDU,2036,0.0129
RE1,PHL_POW_TD_INDU,2037,0.0132
RE1,PHL_POW_TD_INDU,2038,0.0135
RE1,PHL_POW_TD_INDU,2039,0.0139
RE1,PHL_POW_TD_INDU,2040,0.0142
RE1,PHL_POW_TD_INDU,2041,0.0145
RE1,PHL_POW_TD_INDU,2042,0.0149
RE1,PHL_POW_TD_INDU,2043,0.0152
RE1,PHL_POW_TD_INDU,2044,0.0156
RE1,PHL_POW_TD_INDU,2045,0.0159
RE1,PHL_POW_TD_INDU,2046,0.0163
RE1,PHL_POW_TD_INDU,2047,0.0167
RE1,PHL_POW_TD_INDU,2048,0.0171
RE1,PHL_POW_TD_INDU,2049,0.0175
RE1,PHL_POW_TD_INDU,2050,0.0179
RE1,PHL_POW_TD_INDU,2051,0.0184
RE1,PHL_POW_TD_INDU,2052,0.0188
RE1,PHL_POW_TD_INDU,2053,0.0193
RE1,PHL_TRA_SHIP_AMMO,2020,0.0
RE1,PHL_TRA_SHIP_AMMO,2021,0.0
RE1,PHL_TRA_SHIP_AMMO,2022,0.0
RE1,PHL_TRA_SHIP_AMMO,2023,0.0
RE1,PHL_TRA_SHIP_AMMO,2024,0.0
RE1,PHL_TRA_SHIP_AMMO,2025,0.0
RE1,PHL_TRA_SHIP_AMMO,2026,0.0
RE1,PHL_TRA_SHIP_AMMO,2027,0.0
